#start
#stop
# omega	 amplitude	 phase
385.788	3.55805e-05	1.57393
385.945	3.35706e-05	0.0435527
386.102	3.01923e-05	-1.63512
386.259	3.19772e-05	2.91802
386.416	3.52403e-05	1.34397
386.573	3.39579e-05	-0.181951
386.73	3.04891e-05	-1.83695
386.887	3.15374e-05	2.71225
387.044	3.48895e-05	1.11875
387.201	3.42229e-05	-0.406698
387.358	3.0773e-05	-2.04202
387.515	3.11697e-05	2.50642
387.673	3.4554e-05	0.894592
387.83	3.44765e-05	-0.63117
387.987	3.10823e-05	-2.247
388.144	3.07814e-05	2.30279
388.301	3.41134e-05	0.669905
388.458	3.469e-05	-0.85961
388.615	3.15382e-05	-2.45567
388.772	3.05535e-05	2.10351
388.929	3.36102e-05	0.450603
389.086	3.47285e-05	-1.08719
389.243	3.19163e-05	-2.66838
389.4	3.03927e-05	1.90204
389.557	3.31406e-05	0.231442
389.715	3.47718e-05	-1.31547
389.872	3.23575e-05	-2.88232
390.029	3.03126e-05	1.70295
390.186	3.26198e-05	0.0149934
390.343	3.47311e-05	-1.54457
390.5	3.28294e-05	-3.0988
390.657	3.03287e-05	1.50581
390.814	3.20174e-05	-0.197978
390.971	3.45376e-05	-1.77582
391.128	3.33346e-05	2.96176
391.285	3.05943e-05	1.30849
391.442	3.14605e-05	-0.402462
391.6	3.40959e-05	-2.0034
391.757	3.36168e-05	2.7337
391.914	3.09725e-05	1.10247
392.071	3.11457e-05	-0.605492
392.228	3.36874e-05	-2.22585
392.385	3.3787e-05	2.50733
392.542	3.1323e-05	0.893719
392.699	3.09039e-05	-0.808356
392.856	3.32718e-05	-2.44645
393.013	3.38956e-05	2.28084
393.17	3.16874e-05	0.682805
393.327	3.07313e-05	-1.01029
393.484	3.28308e-05	-2.66516
393.642	3.39416e-05	2.05372
393.799	3.20819e-05	0.469737
393.956	3.06368e-05	-1.21045
394.113	3.23261e-05	-2.88103
394.27	3.3861e-05	1.8252
394.427	3.24862e-05	0.251867
394.584	3.07022e-05	-1.41122
394.741	3.18594e-05	-3.09261
394.898	3.36714e-05	1.5981
395.055	3.28377e-05	0.0309487
395.212	3.08809e-05	-1.6137
395.369	3.14518e-05	2.98281
395.527	3.33795e-05	1.37349
395.684	3.30795e-05	-0.191831
395.841	3.10859e-05	-1.81931
395.998	3.10842e-05	2.7755
396.155	3.30486e-05	1.14821
396.312	3.33431e-05	-0.418017
396.469	3.14698e-05	-2.02625
396.626	3.08259e-05	2.57446
396.783	3.25669e-05	0.927761
396.94	3.34134e-05	-0.646951
397.097	3.19118e-05	-2.24002
397.254	3.08014e-05	2.3746
397.411	3.21081e-05	0.714624
397.569	3.3278e-05	-0.8727
397.726	3.21958e-05	-2.45799
397.883	3.08388e-05	2.17003
398.04	3.17391e-05	0.501729
398.197	3.31443e-05	-1.09785
398.354	3.24971e-05	-2.67728
398.511	3.09781e-05	1.96592
398.668	3.13885e-05	0.293181
398.825	3.28788e-05	-1.32089
398.982	3.26842e-05	-2.89946
399.139	3.1176e-05	1.75787
399.296	3.11395e-05	0.0858806
399.454	3.25853e-05	-1.54147
399.611	3.2788e-05	-3.12242
399.768	3.1393e-05	1.54679
399.925	3.09819e-05	-0.121282
400.082	3.23083e-05	-1.75997
400.239	3.28486e-05	2.93837
400.396	3.16092e-05	1.3347
400.553	3.08571e-05	-0.327707
400.71	3.19987e-05	-1.97709
400.867	3.28449e-05	2.71524
401.024	3.18269e-05	1.12032
401.181	3.07887e-05	-0.534559
401.338	3.16955e-05	-2.19349
401.496	3.28295e-05	2.49118
401.653	3.21104e-05	0.9044
401.81	3.08281e-05	-0.739374
401.967	3.13781e-05	-2.40539
402.124	3.26899e-05	2.26872
402.281	3.23086e-05	0.686442
402.438	3.08845e-05	-0.946153
402.595	3.10679e-05	-2.61719
402.752	3.25216e-05	2.04505
402.909	3.255e-05	0.465857
403.066	3.10776e-05	-1.15269
403.223	3.08027e-05	-2.82396
403.38	3.22247e-05	1.82451
403.538	3.26517e-05	0.243182
403.695	3.12863e-05	-1.36359
403.852	3.06433e-05	-3.03104
404.009	3.19535e-05	1.60626
404.166	3.27033e-05	0.0216187
404.323	3.14558e-05	-1.57519
404.48	3.04684e-05	3.0444
404.637	3.16599e-05	1.38664
404.794	3.27771e-05	-0.2023
404.951	3.17224e-05	-1.78795
405.108	3.03698e-05	2.8391
405.265	3.13334e-05	1.16925
405.423	3.28135e-05	-0.426751
405.58	3.20367e-05	-2.00126
405.737	3.03034e-05	2.63697
405.894	3.08815e-05	0.954151
406.051	3.27166e-05	-0.654739
406.208	3.2415e-05	-2.22047
406.365	3.04507e-05	2.43497
406.522	3.04772e-05	0.745512
406.679	3.24693e-05	-0.879904
406.836	3.26793e-05	-2.44246
406.993	3.06532e-05	2.22978
407.15	3.01286e-05	0.538401
407.307	3.21716e-05	-1.10445
407.465	3.29227e-05	-2.66672
407.622	3.0957e-05	2.0232
407.779	2.98373e-05	0.335156
407.936	3.17661e-05	-1.32684
408.093	3.30676e-05	-2.89378
408.25	3.1339e-05	1.81247
408.407	2.9685e-05	0.13412
408.564	3.1328e-05	-1.54511
408.721	3.30969e-05	-3.12073
408.878	3.17068e-05	1.59869
409.035	2.96169e-05	-0.066778
409.192	3.08745e-05	-1.76078
409.35	3.30352e-05	2.9355
409.507	3.20416e-05	1.38235
409.664	2.95908e-05	-0.268767
409.821	3.04056e-05	-1.97663
409.978	3.29669e-05	2.70561
410.135	3.25107e-05	1.1627
410.292	2.97739e-05	-0.467609
410.449	2.99175e-05	-2.18457
410.606	3.26995e-05	2.47748
410.763	3.28915e-05	0.938655
410.92	3.01085e-05	-0.669096
411.077	2.9508e-05	-2.38592
411.234	3.22343e-05	2.25382
411.392	3.3022e-05	0.71115
411.549	3.04392e-05	-0.879746
411.706	2.93123e-05	-2.58992
411.863	3.18881e-05	2.03353
412.02	3.3123e-05	0.486648
412.177	3.07113e-05	-1.09063
412.334	2.91151e-05	-2.79513
412.491	3.15652e-05	1.81221
412.648	3.32784e-05	0.261515
412.805	3.10672e-05	-1.3005
412.962	2.89315e-05	-2.99615
413.119	3.11315e-05	1.59267
413.277	3.33482e-05	0.0344376
413.434	3.1461e-05	-1.51279
413.591	2.87979e-05	3.0883
413.748	3.05849e-05	1.37454
413.905	3.33041e-05	-0.196889
414.062	3.19528e-05	-1.73193
414.219	2.89349e-05	2.89029
414.376	3.0097e-05	1.16475
414.533	3.30794e-05	-0.424162
414.69	3.22809e-05	-1.95419
414.847	2.91431e-05	2.6869
415.004	2.97538e-05	0.956662
415.161	3.28661e-05	-0.647223
415.319	3.251e-05	-2.17383
415.476	2.92482e-05	2.48294
415.633	2.93378e-05	0.746378
415.79	3.26257e-05	-0.874043
415.947	3.28059e-05	-2.39746
416.104	2.95111e-05	2.27791
416.261	2.90038e-05	0.540176
416.418	3.23423e-05	-1.09828
416.575	3.30553e-05	-2.62104
416.732	2.97952e-05	2.07263
416.889	2.86532e-05	0.336306
417.046	3.1957e-05	-1.32283
417.204	3.32563e-05	-2.84823
417.361	3.01883e-05	1.86364
417.518	2.8436e-05	0.13547
417.675	3.15412e-05	-1.54337
417.832	3.33537e-05	-3.0746
417.989	3.05403e-05	1.65254
418.146	2.82437e-05	-0.0658963
418.303	3.11083e-05	-1.76423
418.46	3.34496e-05	2.98038
418.617	3.09798e-05	1.43971
418.774	2.81464e-05	-0.264051
418.931	3.06138e-05	-1.98163
419.088	3.34394e-05	2.75169
419.246	3.14161e-05	1.22392
419.403	2.81364e-05	-0.46162
419.56	3.00846e-05	-2.19617
419.717	3.33208e-05	2.52237
419.874	3.1829e-05	1.00425
420.031	2.82431e-05	-0.660954
420.188	2.96068e-05	-2.40792
420.345	3.31592e-05	2.2943
420.502	3.22168e-05	0.783645
420.659	2.83974e-05	-0.860547
420.816	2.91142e-05	-2.61773
420.973	3.29337e-05	2.06553
421.13	3.26136e-05	0.560462
421.288	2.86642e-05	-1.0604
421.445	2.86296e-05	-2.82316
421.602	3.2593e-05	1.83764
421.759	3.29443e-05	0.334536
421.916	2.90097e-05	-1.26285
422.073	2.8185e-05	-3.02562
422.23	3.21626e-05	1.61021
422.387	3.3224e-05	0.105299
422.544	2.94711e-05	-1.46902
422.701	2.7859e-05	3.05885
422.858	3.16778e-05	1.3857
423.015	3.34339e-05	-0.124875
423.173	2.99984e-05	-1.67755
423.33	2.76125e-05	2.86443
423.487	3.10663e-05	1.16447
423.644	3.34777e-05	-0.357571
423.801	3.05479e-05	-1.89291
423.958	2.7571e-05	2.66982
424.115	3.04974e-05	0.948451
424.272	3.34144e-05	-0.587944
424.429	3.10198e-05	-2.11037
424.586	2.75831e-05	2.47362
424.743	2.99348e-05	0.733624
424.9	3.33083e-05	-0.818944
425.057	3.15115e-05	-2.3303
425.215	2.77053e-05	2.27782
425.372	2.93667e-05	0.522347
425.529	3.31184e-05	-1.04975
425.686	3.19965e-05	-2.55264
425.843	2.79369e-05	2.08242
426	2.87636e-05	0.316037
426.157	3.27543e-05	-1.28051
426.314	3.2386e-05	-2.78013
426.471	2.82986e-05	1.88173
426.628	2.82795e-05	0.112762
426.785	3.23515e-05	-1.50949
426.942	3.27445e-05	-3.00944
427.1	2.87827e-05	1.679
427.257	2.78732e-05	-0.0846544
427.414	3.18061e-05	-1.73505
427.571	3.29371e-05	3.04163
427.728	2.93236e-05	1.46904
427.885	2.76826e-05	-0.280692
428.042	3.12995e-05	-1.95481
428.199	3.30181e-05	2.81292
428.356	2.97652e-05	1.25807
428.513	2.74774e-05	-0.477626
428.67	3.07448e-05	-2.17552
428.827	3.30714e-05	2.58137
428.984	3.02931e-05	1.04383
429.142	2.73946e-05	-0.671599
429.299	3.01168e-05	-2.39249
429.456	3.29865e-05	2.34812
429.613	3.08363e-05	0.823741
429.77	2.75134e-05	-0.86616
429.927	2.9532e-05	-2.60361
430.084	3.27755e-05	2.11702
430.241	3.13003e-05	0.6005
430.398	2.7747e-05	-1.06335
430.555	2.90072e-05	-2.81065
430.712	3.24678e-05	1.88811
430.869	3.16697e-05	0.375012
431.027	2.80535e-05	-1.26415
431.184	2.85627e-05	-3.01508
431.341	3.2109e-05	1.66126
431.498	3.197e-05	0.148423
431.655	2.84097e-05	-1.46735
431.812	2.8163e-05	3.06641
431.969	3.16576e-05	1.43574
432.126	3.21736e-05	-0.0811429
432.283	2.88424e-05	-1.67596
432.44	2.79227e-05	2.86644
432.597	3.12132e-05	1.21401
432.754	3.22995e-05	-0.310012
432.911	2.92855e-05	-1.88725
433.069	2.77864e-05	2.66792
433.226	3.07568e-05	0.996215
433.383	3.23137e-05	-0.537315
433.54	2.96544e-05	-2.10076
433.697	2.76764e-05	2.46797
433.854	3.02917e-05	0.77861
434.011	3.22904e-05	-0.76594
434.168	3.00549e-05	-2.31723
434.325	2.76768e-05	2.26839
434.482	2.98394e-05	0.564172
434.639	3.21951e-05	-0.993714
434.796	3.04261e-05	-2.53579
434.954	2.77492e-05	2.06807
435.111	2.94001e-05	0.352136
435.268	3.20319e-05	-1.22096
435.425	3.07657e-05	-2.75665
435.582	2.79012e-05	1.86632
435.739	2.89978e-05	0.142721
435.896	3.18059e-05	-1.44698
436.053	3.10528e-05	-2.97934
436.21	2.81154e-05	1.66226
436.367	2.86605e-05	-0.0647766
436.524	3.15544e-05	-1.67117
436.681	3.12951e-05	3.08089
436.838	2.83519e-05	1.45704
436.996	2.83441e-05	-0.27079
437.153	3.12588e-05	-1.89469
437.31	3.15041e-05	2.85669
437.467	2.86345e-05	1.25051
437.624	2.80563e-05	-0.474539
437.781	3.08928e-05	-2.11718
437.938	3.16493e-05	2.63046
438.095	2.89676e-05	1.04094
438.252	2.78497e-05	-0.676666
438.409	3.04932e-05	-2.3376
438.566	3.17293e-05	2.40332
438.723	2.93291e-05	0.828698
438.88	2.7721e-05	-0.87755
439.038	3.00602e-05	-2.55593
439.195	3.17412e-05	2.17496
439.352	2.97373e-05	0.613164
439.509	2.77231e-05	-1.07653
439.666	2.95935e-05	-2.76908
439.823	3.15804e-05	1.94725
439.98	3.0054e-05	0.391975
440.137	2.78713e-05	-1.28069
440.294	2.93034e-05	-2.97943
440.451	3.14451e-05	1.72489
440.608	3.02734e-05	0.174278
440.765	2.79131e-05	-1.48501
440.923	2.89406e-05	3.09139
441.08	3.12874e-05	1.49927
441.237	3.05552e-05	-0.0464612
441.394	2.80683e-05	-1.68885
441.551	2.8583e-05	2.8826
441.708	3.10373e-05	1.27394
441.865	3.08096e-05	-0.270603
442.022	2.83473e-05	-1.89488
442.179	2.83141e-05	2.67805
442.336	3.0708e-05	1.05202
442.493	3.09579e-05	-0.496095
442.65	2.86733e-05	-2.10459
442.807	2.81646e-05	2.47592
442.965	3.03356e-05	0.835257
443.122	3.09207e-05	-0.720204
443.279	2.88667e-05	-2.31947
443.436	2.80763e-05	2.26778
443.593	3.01086e-05	0.616772
443.75	3.10066e-05	-0.942792
443.907	2.91195e-05	-2.53067
444.064	2.79407e-05	2.06404
444.221	2.97392e-05	0.399107
444.378	3.09907e-05	-1.16907
444.535	2.9429e-05	-2.74692
444.692	2.79554e-05	1.86062
444.85	2.9397e-05	0.185516
445.007	3.089e-05	-1.39407
445.164	2.97068e-05	-2.96575
445.321	2.80675e-05	1.65618
445.478	2.91057e-05	-0.0242463
445.635	3.07002e-05	-1.61591
445.792	2.98572e-05	3.09757
445.949	2.81585e-05	1.44773
446.106	2.88767e-05	-0.235892
446.263	3.05697e-05	-1.83794
446.42	3.00621e-05	2.87828
446.577	2.82964e-05	1.24167
446.734	2.86003e-05	-0.443808
446.892	3.02974e-05	-2.05952
447.049	3.01702e-05	2.65485
447.206	2.85053e-05	1.03052
447.363	2.84629e-05	-0.651153
447.52	3.00506e-05	-2.27774
447.677	3.02046e-05	2.43255
447.834	2.86813e-05	0.816799
447.991	2.84007e-05	-0.860309
448.148	2.98911e-05	-2.49454
448.305	3.0262e-05	2.2133
448.462	2.88091e-05	0.605593
448.619	2.82582e-05	-1.06913
448.777	2.96827e-05	-2.71338
448.934	3.03563e-05	1.99185
449.091	2.90245e-05	0.395268
449.248	2.81057e-05	-1.27344
449.405	2.93139e-05	-2.93077
449.562	3.03132e-05	1.76574
449.719	2.92978e-05	0.177942
449.876	2.81518e-05	-1.47891
450.033	2.90422e-05	3.13958
450.19	3.02247e-05	1.54314
450.347	2.95052e-05	-0.0390146
450.504	2.81793e-05	-1.68474
450.661	2.87329e-05	2.92676
450.819	3.0097e-05	1.31847
450.976	2.97656e-05	-0.258912
451.133	2.83275e-05	-1.88966
451.29	2.84238e-05	2.7185
451.447	2.98458e-05	1.09454
451.604	2.99814e-05	-0.482775
451.761	2.86036e-05	-2.09677
451.918	2.81911e-05	2.51527
452.075	2.94529e-05	0.874175
452.232	3.00342e-05	-0.71067
452.389	2.89565e-05	-2.31156
452.546	2.82041e-05	2.31243
452.704	2.91398e-05	0.66125
452.861	2.99501e-05	-0.933606
453.018	2.91611e-05	-2.52781
453.175	2.82064e-05	2.10639
453.332	2.8849e-05	0.447891
453.489	2.98419e-05	-1.15688
453.646	2.93563e-05	-2.74602
453.803	2.82631e-05	1.899
453.96	2.85979e-05	0.235325
454.117	2.9734e-05	-1.37996
454.274	2.95823e-05	-2.96493
454.431	2.83888e-05	1.69296
454.588	2.83318e-05	0.0264815
454.746	2.95161e-05	-1.60218
454.903	2.97476e-05	3.09639
455.06	2.85811e-05	1.48451
455.217	2.81222e-05	-0.180251
455.374	2.92384e-05	-1.8228
455.531	2.98528e-05	2.87237
455.688	2.8836e-05	1.27312
455.845	2.80092e-05	-0.385184
456.002	2.89359e-05	-2.04027
456.159	2.98799e-05	2.64823
456.316	2.90925e-05	1.05962
456.473	2.79439e-05	-0.589428
456.63	2.85907e-05	-2.25628
456.788	2.9846e-05	2.42189
456.945	2.94221e-05	0.842464
457.102	2.80368e-05	-0.791601
457.259	2.82297e-05	-2.46556
457.416	2.96204e-05	2.19734
457.573	2.96313e-05	0.620141
457.73	2.82316e-05	-0.99902
457.887	2.80056e-05	-2.67276
458.044	2.93772e-05	1.97656
458.201	2.97529e-05	0.398072
458.358	2.84171e-05	-1.2086
458.515	2.78155e-05	-2.87966
458.673	2.91027e-05	1.7565
458.83	2.98337e-05	0.174385
458.987	2.86459e-05	-1.42052
459.144	2.76908e-05	-3.08544
459.301	2.87977e-05	1.53794
459.458	2.987e-05	-0.0512159
459.615	2.89543e-05	-1.63563
459.772	2.77172e-05	2.99422
459.929	2.84943e-05	1.32559
460.086	2.97589e-05	-0.274122
460.243	2.91499e-05	-1.85343
460.4	2.77743e-05	2.78757
460.557	2.82353e-05	1.11401
460.715	2.96074e-05	-0.496126
460.872	2.92933e-05	-2.07311
461.029	2.78692e-05	2.57785
461.186	2.80663e-05	0.902113
461.343	2.95176e-05	-0.716444
461.5	2.94575e-05	-2.29034
461.657	2.79351e-05	2.371
461.814	2.77929e-05	0.691511
461.971	2.93265e-05	-0.93974
462.128	2.96536e-05	-2.51253
462.285	2.81633e-05	2.16313
462.442	2.75931e-05	0.486586
462.6	2.90115e-05	-1.15907
462.757	2.97024e-05	-2.73685
462.914	2.84002e-05	1.95046
463.071	2.74823e-05	0.281594
463.228	2.86671e-05	-1.37667
463.385	2.96715e-05	-2.9638
463.542	2.87117e-05	1.73191
463.699	2.76059e-05	0.0766915
463.856	2.84287e-05	-1.58644
464.013	2.95102e-05	3.09871
464.17	2.88355e-05	1.51242
464.327	2.77089e-05	-0.133507
464.484	2.8299e-05	-1.79761
464.642	2.94151e-05	2.88059
464.799	2.89359e-05	1.2959
464.956	2.77483e-05	-0.342273
465.113	2.80906e-05	-2.00868
465.27	2.92392e-05	2.66052
465.427	2.90199e-05	1.0754
465.584	2.78861e-05	-0.553854
465.741	2.79897e-05	-2.21735
465.898	2.90292e-05	2.44485
466.055	2.89468e-05	0.855472
466.212	2.79244e-05	-0.771281
466.369	2.7996e-05	-2.43278
466.527	2.90514e-05	2.22839
466.684	2.90371e-05	0.641367
466.841	2.79251e-05	-0.980825
466.998	2.78177e-05	-2.6454
467.155	2.89363e-05	2.00858
467.312	2.91425e-05	0.422897
467.469	2.80112e-05	-1.19073
467.626	2.76234e-05	-2.85563
467.783	2.87211e-05	1.78706
467.94	2.92701e-05	0.198138
468.097	2.83467e-05	-1.40398
468.254	2.76818e-05	-3.05771
468.411	2.84337e-05	1.57879
468.569	2.90246e-05	-0.0208675
468.726	2.83329e-05	-1.6246
468.883	2.77307e-05	3.00958
469.04	2.84292e-05	1.36358
469.197	2.90721e-05	-0.236616
469.354	2.84119e-05	-1.83602
469.511	2.76378e-05	2.80122
469.668	2.81958e-05	1.14881
469.825	2.8983e-05	-0.457277
469.982	2.85014e-05	-2.05262
470.139	2.76001e-05	2.59113
470.296	2.79466e-05	0.932817
470.453	2.8898e-05	-0.683061
470.611	2.87886e-05	-2.27508
470.768	2.79067e-05	2.38399
470.925	2.7835e-05	0.730822
471.082	2.85538e-05	-0.896979
471.239	2.86688e-05	-2.49848
471.396	2.8063e-05	2.16518
471.553	2.79147e-05	0.520995
471.71	2.84172e-05	-1.10832
471.867	2.85456e-05	-2.71628
472.024	2.80993e-05	1.9472
472.181	2.79609e-05	0.307954
472.338	2.834e-05	-1.32107
472.496	2.84569e-05	-2.93312
472.653	2.81277e-05	1.72954
472.81	2.8031e-05	0.0943393
472.967	2.83139e-05	-1.53246
473.124	2.83541e-05	3.1364
473.281	2.80565e-05	1.51328
473.438	2.80157e-05	-0.12158
473.595	2.82937e-05	-1.74708
473.752	2.83067e-05	2.9215
473.909	2.80183e-05	1.29739
474.066	2.80079e-05	-0.337347
474.223	2.82904e-05	-1.96183
474.38	2.82792e-05	2.70715
474.538	2.79748e-05	1.08227
474.695	2.7984e-05	-0.5533
474.852	2.82993e-05	-2.17726
475.009	2.82841e-05	2.49316
475.166	2.79351e-05	0.868585
475.323	2.79257e-05	-0.768633
475.48	2.82878e-05	-2.39361
475.637	2.83158e-05	2.27844
475.794	2.79291e-05	0.656044
475.951	2.78462e-05	-0.9819
476.108	2.82057e-05	-2.60944
476.265	2.82901e-05	2.06198
476.423	2.79224e-05	0.440927
476.58	2.78123e-05	-1.19679
476.737	2.818e-05	-2.82539
476.894	2.83054e-05	1.84659
477.051	2.79235e-05	0.227458
477.208	2.77494e-05	-1.4106
477.365	2.812e-05	-3.04175
477.522	2.8323e-05	1.62999
477.679	2.79635e-05	0.0137415
477.836	2.77116e-05	-1.62295
477.993	2.80352e-05	3.02669
478.15	2.82913e-05	1.41361
478.307	2.79731e-05	-0.20096
478.465	2.76712e-05	-1.83631
478.622	2.7956e-05	2.81134
478.779	2.82672e-05	1.19673
478.936	2.79965e-05	-0.415975
479.093	2.76413e-05	-2.0496
479.25	2.78767e-05	2.5959
479.407	2.8254e-05	0.979223
479.564	2.80591e-05	-0.631111
479.721	2.76453e-05	-2.2613
479.878	2.7773e-05	2.38263
480.035	2.81729e-05	0.762045
480.192	2.80825e-05	-0.848157
480.35	2.76775e-05	-2.47495
480.507	2.77216e-05	2.16939
480.664	2.81134e-05	0.546122
480.821	2.80977e-05	-1.06416
480.978	2.76937e-05	-2.68797
481.135	2.76435e-05	1.95662
481.292	2.80136e-05	0.3298
481.449	2.80914e-05	-1.28185
481.606	2.7738e-05	-2.90271
481.763	2.76166e-05	1.74381
481.92	2.79349e-05	0.114698
482.077	2.80714e-05	-1.49874
482.234	2.77695e-05	-3.11761
482.392	2.75934e-05	1.53082
482.549	2.78585e-05	-0.100275
482.706	2.80494e-05	-1.71573
482.863	2.78122e-05	2.95046
483.02	2.75899e-05	1.31834
483.177	2.77789e-05	-0.314091
483.334	2.7998e-05	-1.93214
483.491	2.78305e-05	2.73498
483.648	2.75792e-05	1.1055
483.805	2.7684e-05	-0.527955
483.962	2.79188e-05	-2.14942
484.119	2.78496e-05	2.51752
484.277	2.76214e-05	0.891298
484.434	2.76491e-05	-0.741046
484.591	2.7853e-05	-2.36494
484.748	2.78478e-05	2.30089
484.905	2.76557e-05	0.676918
485.062	2.7626e-05	-0.953897
485.219	2.77856e-05	-2.57957
485.376	2.78245e-05	2.08477
485.533	2.76741e-05	0.462432
485.69	2.75967e-05	-1.16661
485.847	2.76955e-05	-2.79377
486.004	2.77595e-05	1.8682
486.161	2.7667e-05	0.246234
486.319	2.75801e-05	-1.38121
486.476	2.7639e-05	-3.00917
486.633	2.77349e-05	1.65087
486.79	2.77185e-05	0.0297765
486.947	2.76325e-05	-1.59449
487.104	2.76127e-05	3.06173
487.261	2.76701e-05	1.43653
487.418	2.76933e-05	-0.185734
487.575	2.76291e-05	-1.80865
487.732	2.75644e-05	2.84825
487.889	2.7596e-05	1.2212
488.046	2.76702e-05	-0.402321
488.203	2.76486e-05	-2.02349
488.361	2.75377e-05	2.63524
488.518	2.75079e-05	1.00667
488.675	2.76121e-05	-0.619459
488.832	2.76651e-05	-2.24017
488.989	2.7555e-05	2.421
489.146	2.7468e-05	0.792558
489.303	2.75742e-05	-0.83556
489.46	2.76896e-05	-2.45608
489.617	2.75816e-05	2.20778
489.774	2.74135e-05	0.579971
489.931	2.74855e-05	-1.05102
490.088	2.76704e-05	-2.67322
490.246	2.76153e-05	1.99274
490.403	2.73976e-05	0.366907
490.56	2.74174e-05	-1.26578
490.717	2.76506e-05	-2.88988
490.874	2.76562e-05	1.77794
491.031	2.73895e-05	0.154876
491.188	2.73188e-05	-1.47915
491.345	2.75678e-05	-3.10668
491.502	2.76586e-05	1.56108
491.659	2.74005e-05	-0.0594254
491.816	2.72688e-05	-1.69337
491.973	2.75256e-05	2.96003
492.13	2.76874e-05	1.34505
492.288	2.74204e-05	-0.272437
492.445	2.71956e-05	-1.90643
492.602	2.74447e-05	2.74328
492.759	2.77126e-05	1.12761
492.916	2.74825e-05	-0.485901
493.073	2.71485e-05	-2.11782
493.23	2.73249e-05	2.52817
493.387	2.76781e-05	0.909502
493.544	2.75348e-05	-0.701492
493.701	2.71406e-05	-2.33029
493.858	2.72344e-05	2.31352
494.015	2.76474e-05	0.691802
494.173	2.75966e-05	-0.917101
494.33	2.7151e-05	-2.54212
494.487	2.71354e-05	2.1001
494.644	2.75821e-05	0.474367
494.801	2.7641e-05	-1.1336
494.958	2.71749e-05	-2.75453
495.115	2.70433e-05	1.887
495.272	2.75045e-05	0.25683
495.429	2.76911e-05	-1.35094
495.586	2.72353e-05	-2.96698
495.743	2.69677e-05	1.67552
495.9	2.73904e-05	0.0405612
496.057	2.76962e-05	-1.56887
496.215	2.72918e-05	3.10234
496.372	2.69131e-05	1.46364
496.529	2.72813e-05	-0.175498
496.686	2.77001e-05	-1.78703
496.843	2.73635e-05	2.88835
497	2.6865e-05	1.2526
497.157	2.71398e-05	-0.391124
497.314	2.76756e-05	-2.00665
497.471	2.74689e-05	2.6724
497.628	2.68876e-05	1.04195
497.785	2.70179e-05	-0.604257
497.942	2.76062e-05	-2.22479
498.1	2.75314e-05	2.45585
498.257	2.6908e-05	0.830253
498.414	2.69027e-05	-0.817648
498.571	2.75357e-05	-2.44339
498.728	2.76148e-05	2.23854
498.885	2.69721e-05	0.61905
499.042	2.67943e-05	-1.02899
499.199	2.74178e-05	-2.66096
499.356	2.76606e-05	2.02024
499.513	2.70508e-05	0.406819
499.67	2.67002e-05	-1.2395
499.827	2.72598e-05	-2.87788
499.984	2.76603e-05	1.80029
500.142	2.71513e-05	0.191816
500.299	2.66816e-05	-1.4507
500.456	2.71506e-05	-3.09326
500.613	2.76644e-05	1.5819
500.77	2.72465e-05	-0.0222304
500.927	2.66525e-05	-1.66072
501.084	2.70011e-05	2.97539
501.241	2.76215e-05	1.36281
501.398	2.73332e-05	-0.237822
501.555	2.66433e-05	-1.87127
501.712	2.68476e-05	2.76105
501.869	2.75645e-05	1.14272
502.027	2.74535e-05	-0.455003
502.184	2.67047e-05	-2.08118
502.341	2.67052e-05	2.5497
502.498	2.74369e-05	0.924075
502.655	2.75122e-05	-0.673901
502.812	2.67856e-05	-2.29361
502.969	2.66183e-05	2.33816
503.126	2.7329e-05	0.706501
503.283	2.75681e-05	-0.892348
503.44	2.68789e-05	-2.50578
503.597	2.65349e-05	2.12795
503.754	2.7181e-05	0.48986
503.911	2.75801e-05	-1.11172
504.069	2.69783e-05	-2.71966
504.226	2.6487e-05	1.91759
504.383	2.7038e-05	0.274045
504.54	2.75764e-05	-1.33113
504.697	2.70856e-05	-2.93414
504.854	2.64593e-05	1.70775
505.011	2.68787e-05	0.0591551
505.168	2.75418e-05	-1.55108
505.325	2.72036e-05	3.13324
505.482	2.64704e-05	1.49827
505.639	2.67087e-05	-0.154121
505.796	2.74534e-05	-1.77129
505.953	2.73118e-05	2.91501
506.111	2.65489e-05	1.28744
506.268	2.65975e-05	-0.365548
506.425	2.73513e-05	-1.98913
506.582	2.73738e-05	2.69747
506.739	2.66012e-05	1.07621
506.896	2.64648e-05	-0.577183
507.053	2.72168e-05	-2.2081
507.21	2.74399e-05	2.47748
507.367	2.67266e-05	0.863403
507.524	2.64085e-05	-0.787103
507.681	2.70845e-05	-2.42419
507.838	2.74612e-05	2.25882
507.996	2.68218e-05	0.65056
508.153	2.6332e-05	-0.996709
508.31	2.69041e-05	-2.64046
508.467	2.74431e-05	2.03798
508.624	2.69501e-05	0.434811
508.781	2.63393e-05	-1.20665
508.938	2.67639e-05	-2.85462
509.095	2.74081e-05	1.81867
509.252	2.70629e-05	0.219277
509.409	2.63488e-05	-1.41595
509.566	2.65919e-05	-3.06763
509.723	2.73127e-05	1.59867
509.88	2.71614e-05	0.0011326
510.038	2.6416e-05	-1.62679
510.195	2.64671e-05	3.00385
510.352	2.72012e-05	1.38006
510.509	2.72315e-05	-0.217446
510.666	2.64977e-05	-1.83861
510.823	2.63662e-05	2.79267
510.98	2.7079e-05	1.16208
